0.1,19.99718468,20.87013227
0.14,19.99605855,20.84611561
0.19,19.99465089,20.84611561
0.27,19.99239863,20.84611561
0.37,19.9895833,20.84611561
0.52,19.98536032,20.84611561
0.72,19.97972967,20.84611561
1,19.97184677,20.84611561
1.4,19.96058547,20.84611561
1.9,19.94650886,20.84611561
2.7,19.92398627,20.84611561
3.7,19.89583304,20.84611561
5.2,19.85360319,20.84611561
7.2,19.79729672,20.84611561
10,19.71846767,20.84611561
14,19.60585473,20.54771601
19,19.46508857,20.40058772
27,19.2398627,19.97125651
37,18.95833037,19.42593794
52,18.53603187,18.57216517
72,17.97296721,17.06778531
100,17.18467667,15.1861377
140,16.05854734,13.21751398
190,14.65088568,10.80962858
270,12.39862702,7.988922189
370,9.583303697,5.276658239
520,5.360318709,2.409731917
720,-0.270327941,-0.049553765
1000,-8.153233252,-2.533106356
